,Country,Year,LCC
1177,37,2008,FALSE
1178,38,2008,FALSE
1179,39,2008,NULL
1180,40,2008,NULL
1181,41,2008,TRUE
1182,42,2008,FALSE
1183,43,2008,FALSE
1184,44,2008,NULL
1185,45,2008,FALSE
1186,46,2008,TRUE
1187,47,2008,TRUE
1188,48,2008,NULL
1189,49,2008,FALSE
1190,50,2008,TRUE
1191,51,2008,FALSE
1192,52,2008,FALSE
1193,53,2008,FALSE
1194,54,2008,FALSE
1195,55,2008,NULL
1196,56,2008,FALSE
1197,57,2008,TRUE
1198,58,2008,NULL
1199,59,2008,FALSE
1200,60,2008,FALSE
1201,61,2008,FALSE
1202,62,2008,FALSE
1203,63,2008,NULL
1204,64,2008,TRUE
1205,65,2008,FALSE
1206,66,2008,TRUE
1207,67,2008,NULL
1208,68,2008,NULL
1209,69,2008,FALSE
1210,70,2008,FALSE
1211,71,2008,FALSE
1212,72,2008,NULL
1213,73,2008,FALSE
1214,74,2008,TRUE
1215,75,2008,FALSE
1216,76,2008,FALSE
1217,77,2008,TRUE
1218,78,2008,NULL
1219,79,2008,FALSE
1220,80,2008,NULL
1221,81,2008,NULL
1222,82,2008,NULL
1223,83,2008,FALSE
1224,84,2008,NULL
1225,85,2008,TRUE
1226,86,2008,NULL
1227,87,2008,FALSE
1228,88,2008,NULL
1229,89,2008,FALSE
1230,90,2008,FALSE
1231,91,2008,FALSE
1232,92,2008,FALSE
1233,93,2008,TRUE
1234,94,2008,FALSE
1235,95,2008,FALSE
1236,96,2008,NULL
1237,97,2008,FALSE
1238,98,2008,FALSE
1239,99,2008,FALSE
1240,100,2008,FALSE
1241,101,2008,FALSE
1242,102,2008,NULL
1243,103,2008,FALSE
1244,104,2008,FALSE
1245,105,2008,TRUE
1246,106,2008,NULL
1247,107,2008,FALSE
1248,108,2008,NULL
1249,109,2008,FALSE
1250,110,2008,TRUE
1251,111,2008,FALSE
1252,112,2008,FALSE
1253,113,2008,NULL
1254,114,2008,NULL
1255,115,2008,NULL
1256,116,2008,NULL
1257,117,2008,FALSE
1258,118,2008,FALSE
1259,119,2008,FALSE
1260,120,2008,TRUE
1261,121,2008,NULL
1262,122,2008,FALSE
1263,123,2008,FALSE
1264,124,2008,TRUE
1265,125,2008,FALSE
1266,126,2008,NULL
1267,127,2008,TRUE
1268,128,2008,FALSE
1269,129,2008,NULL
1270,130,2008,FALSE
1271,131,2008,NULL
1272,132,2008,FALSE
1273,133,2008,NULL
1274,134,2008,FALSE
1275,135,2008,FALSE
1276,136,2008,NULL
1277,137,2008,FALSE
1278,138,2008,TRUE
1279,139,2008,NULL
1280,140,2008,FALSE
1281,141,2008,NULL
1282,142,2008,TRUE
1283,143,2008,NULL
1284,144,2008,FALSE
1285,145,2008,NULL
1286,146,2008,FALSE
1287,147,2008,FALSE
1288,148,2008,TRUE
1289,149,2008,TRUE
1290,150,2008,NULL
1291,151,2008,NULL
1292,152,2008,NULL
1293,153,2008,FALSE
1294,154,2008,FALSE
1295,155,2008,TRUE
1296,156,2008,NULL
1297,157,2008,NULL
1298,158,2008,FALSE
1299,159,2008,TRUE
1300,160,2008,FALSE
1301,161,2008,FALSE
1302,162,2008,FALSE
1303,163,2008,FALSE
1304,164,2008,FALSE
1305,165,2008,NULL
1306,166,2008,FALSE
1307,167,2008,FALSE
1308,168,2008,FALSE
1309,169,2008,TRUE
1310,170,2008,NULL
1311,171,2008,NULL
1312,172,2008,NULL
1313,173,2008,FALSE
1314,174,2008,TRUE
1315,175,2008,FALSE
1316,176,2008,FALSE
1317,177,2008,NULL
1318,178,2008,FALSE
1319,179,2008,FALSE
1320,180,2008,FALSE
1321,181,2008,NULL
1322,182,2008,NULL
1323,183,2008,FALSE
1324,184,2008,NULL
1325,185,2008,FALSE
1326,186,2008,FALSE
1327,187,2008,NULL
1328,188,2008,NULL
1329,189,2008,NULL
1330,190,2008,NULL
1331,191,2008,NULL
1332,192,2008,NULL
1333,193,2008,FALSE
1334,194,2008,TRUE
1335,195,2008,FALSE
1336,196,2008,FALSE
1337,197,2008,FALSE
1338,198,2008,NULL
1339,199,2008,NULL
1340,200,2008,TRUE
1341,201,2008,FALSE
1342,202,2008,FALSE
1343,203,2008,NULL
1344,204,2008,TRUE
1345,205,2008,NULL
1346,206,2008,NULL
1347,207,2008,FALSE
1348,208,2008,FALSE
1349,209,2008,FALSE
1350,210,2008,FALSE
1351,211,2008,NULL
1352,212,2008,NULL
1353,213,2008,TRUE
1354,214,2008,FALSE
1355,215,2008,FALSE
1356,216,2008,FALSE
1357,217,2008,FALSE
1358,218,2008,FALSE
1359,219,2008,FALSE
1360,220,2008,NULL
1361,221,2008,NULL
1362,222,2008,FALSE
1363,223,2008,FALSE
1364,224,2008,NULL
1365,225,2008,NULL
1366,226,2008,TRUE
1367,227,2008,TRUE
1368,228,2008,TRUE
